,TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P1_TO_P8,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P2_TO_P8,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P3_TO_P8,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P4_TO_P8,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P5_TO_P8,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P6_TO_P8,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7,P7_TO_P8,P8_TO_LAPTOP,P8_TO_P1,P8_TO_P2,P8_TO_P3,P8_TO_P4,P8_TO_P5,P8_TO_P6,P8_TO_P7,P8_TO_P8
796,796,0.04,0.0,0.03,0.05,0.09,0.1,0.31,0.32,0.07,0.03,0.17,0.0,0.06,0.17,0.12,0.22,0.05,0.18,0.01,0.17,0.25,0.0,0.13,0.09,0.11,0.07,0.17,0.05,0.19,0.05,0.18,0.0,0.07,0.32,0.09,0.05,0.02,0.02,0.0,0.04,0.05,0.0,0.77,0.07,0.03,0.01,0.02,0.03,0.52,0.2,0.12,0.0,0.04,0.06,0.0,0.08,0.0,0.03,0.11,0.1,0.63,0.0,0.06,0.0,0.02,0.01,0.04,0.14,0.33,0.3,0.17,0.0
797,797,0.01,0.0,0.03,0.07,0.08,0.06,0.13,0.45,0.17,0.02,0.08,0.0,0.06,0.17,0.11,0.37,0.05,0.13,0.01,0.03,0.03,0.0,0.19,0.06,0.06,0.29,0.32,0.02,0.22,0.05,0.41,0.0,0.06,0.1,0.07,0.06,0.02,0.01,0.0,0.03,0.05,0.0,0.77,0.08,0.04,0.01,0.02,0.03,0.25,0.53,0.08,0.0,0.04,0.05,0.01,0.08,0.01,0.04,0.13,0.13,0.54,0.0,0.07,0.0,0.03,0.01,0.07,0.19,0.22,0.23,0.26,0.0
798,798,0.0,0.0,0.01,0.06,0.1,0.04,0.07,0.63,0.1,0.03,0.05,0.0,0.03,0.14,0.09,0.51,0.08,0.07,0.01,0.05,0.03,0.0,0.17,0.04,0.03,0.09,0.57,0.0,0.05,0.03,0.73,0.0,0.05,0.05,0.03,0.06,0.03,0.02,0.0,0.04,0.07,0.0,0.71,0.1,0.04,0.02,0.03,0.03,0.08,0.37,0.34,0.0,0.05,0.08,0.04,0.1,0.04,0.08,0.29,0.31,0.04,0.0,0.1,0.0,0.03,0.01,0.04,0.18,0.23,0.28,0.23,0.0
799,799,0.02,0.0,0.06,0.11,0.09,0.1,0.25,0.05,0.32,0.03,0.13,0.0,0.06,0.2,0.14,0.24,0.06,0.13,0.0,0.02,0.02,0.0,0.07,0.1,0.05,0.62,0.12,0.05,0.11,0.05,0.3,0.0,0.13,0.13,0.1,0.13,0.03,0.02,0.0,0.05,0.08,0.0,0.69,0.09,0.04,0.0,0.0,0.0,0.03,0.19,0.69,0.0,0.0,0.09,0.03,0.1,0.03,0.11,0.21,0.37,0.09,0.0,0.04,0.0,0.03,0.0,0.06,0.14,0.16,0.24,0.35,0.0
800,800,0.04,0.0,0.07,0.13,0.1,0.09,0.29,0.11,0.17,0.03,0.15,0.0,0.06,0.19,0.12,0.23,0.06,0.16,0.0,0.01,0.01,0.0,0.05,0.1,0.08,0.65,0.09,0.07,0.11,0.05,0.23,0.0,0.13,0.16,0.12,0.14,0.03,0.01,0.0,0.04,0.05,0.0,0.75,0.07,0.04,0.0,0.01,0.01,0.43,0.15,0.3,0.0,0.02,0.08,0.01,0.07,0.01,0.04,0.11,0.11,0.6,0.0,0.05,0.0,0.03,0.01,0.04,0.16,0.33,0.2,0.23,0.0
801,801,0.01,0.0,0.02,0.06,0.1,0.06,0.1,0.57,0.09,0.03,0.22,0.0,0.06,0.17,0.1,0.26,0.05,0.1,0.0,0.01,0.03,0.0,0.11,0.1,0.05,0.6,0.1,0.06,0.12,0.06,0.24,0.0,0.13,0.12,0.12,0.14,0.02,0.02,0.0,0.05,0.18,0.0,0.6,0.08,0.04,0.0,0.0,0.01,0.47,0.13,0.28,0.0,0.04,0.06,0.0,0.08,0.01,0.03,0.11,0.1,0.63,0.0,0.05,0.0,0.04,0.01,0.03,0.19,0.47,0.16,0.1,0.0
802,802,0.02,0.0,0.02,0.07,0.08,0.09,0.33,0.3,0.09,0.03,0.05,0.0,0.05,0.25,0.43,0.06,0.06,0.06,0.02,0.02,0.02,0.0,0.27,0.4,0.11,0.07,0.09,0.12,0.1,0.03,0.16,0.0,0.25,0.08,0.16,0.09,0.12,0.05,0.01,0.07,0.11,0.0,0.51,0.06,0.06,0.01,0.02,0.03,0.6,0.14,0.1,0.0,0.04,0.06,0.05,0.05,0.02,0.24,0.32,0.17,0.09,0.0,0.07,0.0,0.03,0.0,0.06,0.15,0.13,0.37,0.25,0.0
803,803,0.02,0.0,0.03,0.1,0.11,0.07,0.15,0.35,0.17,0.05,0.08,0.0,0.07,0.3,0.14,0.07,0.11,0.18,0.01,0.02,0.03,0.0,0.22,0.36,0.07,0.15,0.14,0.05,0.11,0.05,0.23,0.0,0.08,0.12,0.21,0.15,0.01,0.01,0.0,0.04,0.06,0.0,0.75,0.08,0.04,0.01,0.01,0.03,0.59,0.13,0.12,0.0,0.04,0.06,0.0,0.07,0.01,0.03,0.11,0.1,0.63,0.0,0.06,0.0,0.03,0.01,0.07,0.13,0.14,0.27,0.35,0.0
804,804,0.03,0.0,0.05,0.06,0.11,0.18,0.48,0.02,0.08,0.03,0.08,0.0,0.06,0.29,0.14,0.19,0.07,0.14,0.02,0.02,0.02,0.0,0.36,0.2,0.27,0.03,0.08,0.04,0.09,0.05,0.24,0.0,0.12,0.27,0.08,0.11,0.02,0.02,0.0,0.02,0.04,0.0,0.78,0.08,0.04,0.02,0.01,0.02,0.44,0.13,0.28,0.0,0.04,0.07,0.01,0.09,0.01,0.04,0.14,0.21,0.43,0.0,0.06,0.0,0.02,0.0,0.05,0.12,0.15,0.4,0.25,0.0
805,805,0.03,0.0,0.05,0.06,0.18,0.24,0.32,0.03,0.09,0.03,0.05,0.0,0.07,0.3,0.13,0.08,0.08,0.27,0.01,0.01,0.02,0.0,0.13,0.32,0.14,0.3,0.07,0.12,0.1,0.04,0.18,0.0,0.27,0.11,0.09,0.1,0.03,0.02,0.0,0.03,0.06,0.0,0.75,0.08,0.04,0.02,0.02,0.03,0.38,0.4,0.08,0.0,0.03,0.05,0.01,0.07,0.01,0.03,0.17,0.18,0.46,0.0,0.07,0.0,0.02,0.01,0.04,0.19,0.25,0.18,0.31,0.0
806,806,0.02,0.0,0.02,0.07,0.72,0.09,0.03,0.01,0.03,0.03,0.12,0.0,0.07,0.36,0.14,0.04,0.07,0.15,0.01,0.08,0.15,0.0,0.36,0.1,0.02,0.19,0.1,0.13,0.09,0.02,0.11,0.0,0.36,0.07,0.1,0.11,0.02,0.02,0.0,0.05,0.22,0.0,0.5,0.07,0.1,0.01,0.12,0.02,0.04,0.6,0.08,0.0,0.04,0.1,0.02,0.07,0.02,0.06,0.26,0.23,0.26,0.0,0.07,0.0,0.01,0.0,0.02,0.36,0.32,0.12,0.17,0.0
807,807,0.03,0.0,0.09,0.19,0.34,0.16,0.12,0.02,0.06,0.04,0.09,0.0,0.06,0.36,0.17,0.06,0.09,0.12,0.01,0.08,0.72,0.0,0.06,0.07,0.01,0.02,0.04,0.02,0.11,0.05,0.35,0.0,0.22,0.12,0.07,0.06,0.04,0.26,0.18,0.11,0.17,0.0,0.13,0.05,0.05,0.02,0.21,0.04,0.03,0.22,0.1,0.0,0.12,0.26,0.05,0.1,0.05,0.11,0.28,0.24,0.08,0.0,0.08,0.0,0.03,0.03,0.07,0.24,0.36,0.11,0.16,0.0
808,808,0.13,0.0,0.08,0.11,0.1,0.08,0.2,0.12,0.18,0.04,0.09,0.0,0.05,0.4,0.16,0.06,0.1,0.09,0.01,0.21,0.57,0.0,0.06,0.09,0.01,0.02,0.03,0.02,0.23,0.09,0.29,0.0,0.05,0.17,0.08,0.06,0.05,0.08,0.08,0.07,0.14,0.0,0.21,0.3,0.07,0.01,0.05,0.03,0.11,0.24,0.06,0.0,0.06,0.45,0.0,0.08,0.01,0.03,0.11,0.09,0.63,0.0,0.05,0.0,0.03,0.01,0.06,0.23,0.24,0.3,0.13,0.0
809,809,0.01,0.0,0.04,0.07,0.08,0.07,0.42,0.09,0.22,0.03,0.04,0.0,0.06,0.35,0.15,0.2,0.07,0.1,0.01,0.02,0.02,0.0,0.13,0.16,0.52,0.08,0.06,0.03,0.05,0.02,0.09,0.0,0.29,0.2,0.24,0.08,0.02,0.02,0.0,0.03,0.04,0.0,0.68,0.18,0.02,0.03,0.04,0.04,0.09,0.49,0.1,0.0,0.09,0.11,0.02,0.07,0.02,0.04,0.15,0.16,0.46,0.0,0.07,0.0,0.01,0.01,0.07,0.15,0.1,0.54,0.12,0.0
810,810,0.02,0.0,0.02,0.06,0.12,0.06,0.68,0.01,0.03,0.02,0.04,0.0,0.05,0.28,0.19,0.29,0.06,0.07,0.01,0.0,0.01,0.0,0.07,0.08,0.79,0.03,0.02,0.03,0.05,0.01,0.05,0.0,0.4,0.31,0.07,0.08,0.01,0.01,0.0,0.01,0.03,0.0,0.78,0.13,0.01,0.02,0.02,0.17,0.19,0.32,0.14,0.0,0.06,0.08,0.07,0.14,0.02,0.06,0.12,0.15,0.4,0.0,0.04,0.0,0.01,0.0,0.04,0.08,0.06,0.73,0.08,0.0
811,811,0.06,0.0,0.29,0.11,0.17,0.2,0.08,0.02,0.08,0.04,0.02,0.0,0.06,0.3,0.32,0.04,0.14,0.08,0.01,0.0,0.01,0.0,0.12,0.18,0.61,0.04,0.02,0.02,0.05,0.02,0.08,0.0,0.6,0.09,0.05,0.08,0.02,0.16,0.18,0.07,0.13,0.0,0.24,0.1,0.1,0.01,0.02,0.03,0.06,0.21,0.56,0.0,0.05,0.06,0.02,0.33,0.05,0.07,0.14,0.33,0.01,0.0,0.05,0.0,0.02,0.01,0.04,0.19,0.38,0.19,0.15,0.0
812,812,0.02,0.0,0.1,0.11,0.14,0.1,0.23,0.05,0.25,0.03,0.04,0.0,0.05,0.35,0.25,0.06,0.1,0.11,0.0,0.01,0.02,0.0,0.16,0.33,0.36,0.05,0.06,0.03,0.44,0.09,0.11,0.0,0.1,0.1,0.08,0.06,0.0,0.02,0.76,0.04,0.08,0.0,0.04,0.02,0.04,0.02,0.07,0.16,0.11,0.27,0.14,0.0,0.1,0.13,0.03,0.1,0.06,0.34,0.19,0.21,0.01,0.0,0.05,0.0,0.04,0.0,0.05,0.15,0.14,0.36,0.27,0.0
813,813,0.03,0.0,0.06,0.08,0.1,0.07,0.49,0.04,0.12,0.02,0.03,0.0,0.04,0.37,0.37,0.05,0.06,0.06,0.01,0.01,0.02,0.0,0.13,0.29,0.44,0.06,0.05,0.0,0.63,0.09,0.09,0.0,0.04,0.06,0.04,0.04,0.04,0.12,0.38,0.06,0.28,0.0,0.06,0.03,0.03,0.03,0.07,0.08,0.1,0.28,0.18,0.0,0.11,0.16,0.03,0.14,0.04,0.1,0.17,0.2,0.26,0.0,0.06,0.0,0.03,0.0,0.07,0.14,0.15,0.26,0.34,0.0
814,814,0.03,0.0,0.05,0.08,0.19,0.14,0.38,0.04,0.09,0.01,0.03,0.0,0.01,0.26,0.53,0.12,0.03,0.02,0.01,0.01,0.02,0.0,0.15,0.14,0.58,0.05,0.03,0.01,0.39,0.08,0.14,0.0,0.08,0.18,0.07,0.05,0.07,0.1,0.14,0.11,0.2,0.0,0.29,0.05,0.04,0.02,0.04,0.06,0.3,0.32,0.1,0.0,0.07,0.1,0.01,0.09,0.01,0.03,0.07,0.09,0.66,0.0,0.04,0.0,0.02,0.0,0.05,0.14,0.15,0.27,0.37,0.0
815,815,0.02,0.0,0.05,0.08,0.12,0.11,0.36,0.04,0.22,0.03,0.04,0.0,0.04,0.31,0.27,0.14,0.09,0.08,0.01,0.0,0.01,0.0,0.09,0.14,0.68,0.04,0.03,0.03,0.05,0.01,0.06,0.0,0.43,0.26,0.07,0.09,0.12,0.08,0.02,0.09,0.19,0.0,0.31,0.03,0.15,0.06,0.03,0.03,0.08,0.25,0.35,0.0,0.11,0.08,0.02,0.09,0.03,0.2,0.21,0.21,0.16,0.0,0.06,0.0,0.03,0.0,0.03,0.16,0.15,0.49,0.14,0.0
816,816,0.02,0.0,0.05,0.1,0.09,0.09,0.36,0.04,0.25,0.03,0.04,0.0,0.06,0.29,0.2,0.21,0.09,0.09,0.01,0.0,0.03,0.0,0.27,0.28,0.32,0.03,0.06,0.03,0.05,0.03,0.12,0.0,0.11,0.44,0.12,0.1,0.03,0.02,0.0,0.05,0.09,0.0,0.7,0.07,0.03,0.05,0.03,0.04,0.22,0.26,0.18,0.0,0.14,0.08,0.05,0.36,0.06,0.16,0.1,0.11,0.13,0.0,0.04,0.0,0.04,0.0,0.06,0.14,0.14,0.47,0.16,0.0
817,817,0.05,0.0,0.05,0.13,0.08,0.06,0.17,0.29,0.18,0.03,0.04,0.0,0.07,0.24,0.33,0.09,0.09,0.11,0.01,0.0,0.05,0.0,0.33,0.41,0.04,0.04,0.11,0.02,0.05,0.02,0.06,0.0,0.07,0.55,0.15,0.08,0.03,0.02,0.01,0.03,0.05,0.0,0.75,0.08,0.03,0.03,0.03,0.03,0.25,0.32,0.15,0.0,0.1,0.08,0.04,0.52,0.06,0.07,0.11,0.13,0.02,0.0,0.05,0.0,0.04,0.0,0.06,0.14,0.13,0.46,0.17,0.0
818,818,0.02,0.0,0.05,0.08,0.09,0.1,0.44,0.04,0.19,0.02,0.05,0.0,0.03,0.21,0.38,0.21,0.06,0.04,0.01,0.0,0.02,0.0,0.13,0.28,0.48,0.02,0.05,0.03,0.06,0.05,0.16,0.0,0.14,0.33,0.11,0.11,0.03,0.02,0.01,0.03,0.07,0.0,0.76,0.06,0.03,0.02,0.03,0.12,0.26,0.37,0.1,0.0,0.04,0.06,0.03,0.12,0.03,0.05,0.22,0.2,0.29,0.0,0.07,0.0,0.03,0.0,0.04,0.14,0.15,0.45,0.18,0.0
819,819,0.03,0.0,0.07,0.16,0.11,0.1,0.16,0.05,0.31,0.05,0.03,0.0,0.07,0.35,0.23,0.06,0.1,0.1,0.02,0.03,0.03,0.0,0.43,0.15,0.05,0.21,0.09,0.04,0.08,0.03,0.17,0.0,0.21,0.21,0.15,0.11,0.03,0.03,0.01,0.04,0.05,0.0,0.71,0.1,0.03,0.02,0.28,0.03,0.07,0.26,0.05,0.0,0.06,0.23,0.0,0.07,0.01,0.03,0.1,0.1,0.63,0.0,0.06,0.0,0.03,0.01,0.06,0.17,0.14,0.3,0.29,0.0
820,820,0.02,0.0,0.04,0.09,0.08,0.06,0.59,0.04,0.09,0.04,0.03,0.0,0.05,0.35,0.14,0.22,0.07,0.09,0.01,0.02,0.02,0.0,0.13,0.26,0.22,0.28,0.06,0.09,0.08,0.03,0.09,0.0,0.31,0.23,0.09,0.08,0.02,0.02,0.01,0.02,0.03,0.0,0.84,0.04,0.02,0.02,0.03,0.04,0.08,0.49,0.11,0.0,0.05,0.18,0.0,0.04,0.01,0.02,0.07,0.07,0.75,0.0,0.04,0.0,0.02,0.0,0.03,0.15,0.13,0.55,0.12,0.0
821,821,0.03,0.0,0.02,0.06,0.05,0.07,0.67,0.04,0.07,0.02,0.02,0.0,0.03,0.44,0.26,0.13,0.06,0.04,0.03,0.02,0.02,0.0,0.45,0.24,0.12,0.05,0.06,0.02,0.05,0.01,0.09,0.0,0.58,0.12,0.06,0.06,0.05,0.02,0.02,0.02,0.08,0.0,0.78,0.04,0.0,0.01,0.01,0.03,0.53,0.15,0.19,0.0,0.03,0.06,0.08,0.09,0.02,0.05,0.14,0.19,0.36,0.0,0.06,0.0,0.03,0.01,0.02,0.21,0.4,0.25,0.08,0.0
822,822,0.07,0.0,0.05,0.06,0.12,0.38,0.2,0.03,0.08,0.05,0.02,0.0,0.06,0.48,0.16,0.06,0.09,0.08,0.0,0.03,0.02,0.0,0.14,0.11,0.08,0.48,0.12,0.04,0.07,0.01,0.08,0.0,0.55,0.09,0.08,0.09,0.04,0.02,0.01,0.05,0.12,0.0,0.51,0.05,0.2,0.04,0.03,0.06,0.05,0.38,0.08,0.0,0.27,0.09,0.04,0.11,0.02,0.06,0.16,0.23,0.34,0.0,0.05,0.0,0.03,0.01,0.03,0.19,0.23,0.36,0.16,0.0
823,823,0.17,0.0,0.04,0.05,0.08,0.15,0.41,0.02,0.08,0.04,0.04,0.0,0.06,0.32,0.17,0.13,0.13,0.1,0.02,0.03,0.02,0.0,0.3,0.28,0.14,0.15,0.06,0.04,0.07,0.01,0.08,0.0,0.51,0.12,0.08,0.09,0.03,0.02,0.01,0.03,0.09,0.0,0.75,0.05,0.03,0.03,0.04,0.08,0.07,0.45,0.07,0.0,0.18,0.08,0.02,0.1,0.01,0.04,0.09,0.1,0.6,0.0,0.04,0.0,0.03,0.0,0.05,0.16,0.16,0.39,0.21,0.0
824,824,0.36,0.0,0.04,0.08,0.08,0.24,0.11,0.02,0.07,0.05,0.06,0.0,0.06,0.29,0.24,0.06,0.15,0.1,0.02,0.03,0.02,0.0,0.47,0.28,0.04,0.07,0.07,0.05,0.08,0.01,0.07,0.0,0.55,0.07,0.09,0.09,0.03,0.03,0.01,0.04,0.1,0.0,0.49,0.05,0.24,0.08,0.03,0.04,0.17,0.24,0.13,0.0,0.2,0.1,0.05,0.12,0.02,0.08,0.31,0.26,0.06,0.0,0.09,0.0,0.03,0.0,0.05,0.15,0.18,0.32,0.27,0.0
825,825,0.45,0.0,0.02,0.06,0.09,0.23,0.07,0.02,0.06,0.03,0.03,0.0,0.06,0.44,0.21,0.02,0.11,0.1,0.02,0.02,0.02,0.0,0.6,0.16,0.03,0.05,0.1,0.09,0.09,0.03,0.07,0.0,0.37,0.07,0.2,0.08,0.18,0.08,0.06,0.09,0.23,0.0,0.27,0.04,0.05,0.02,0.02,0.02,0.46,0.12,0.22,0.0,0.07,0.05,0.08,0.11,0.02,0.07,0.39,0.26,0.0,0.0,0.06,0.0,0.03,0.0,0.05,0.21,0.23,0.27,0.2,0.0
826,826,0.4,0.0,0.03,0.23,0.09,0.08,0.11,0.01,0.06,0.03,0.02,0.0,0.07,0.53,0.2,0.01,0.07,0.07,0.06,0.02,0.02,0.0,0.39,0.12,0.03,0.28,0.08,0.11,0.13,0.05,0.23,0.0,0.1,0.1,0.18,0.11,0.3,0.09,0.11,0.07,0.23,0.0,0.11,0.04,0.05,0.33,0.03,0.01,0.04,0.11,0.34,0.0,0.06,0.07,0.04,0.08,0.03,0.08,0.52,0.17,0.0,0.0,0.07,0.54,0.03,0.0,0.07,0.15,0.11,0.07,0.04,0.0
827,827,0.33,0.0,0.04,0.25,0.08,0.12,0.11,0.03,0.05,0.03,0.02,0.0,0.06,0.37,0.34,0.02,0.07,0.09,0.03,0.0,0.01,0.0,0.72,0.1,0.02,0.05,0.07,0.02,0.18,0.07,0.47,0.0,0.07,0.07,0.07,0.05,0.12,0.13,0.07,0.13,0.29,0.0,0.15,0.05,0.05,0.02,0.0,0.0,0.02,0.06,0.77,0.0,0.07,0.07,0.01,0.12,0.01,0.04,0.11,0.09,0.59,0.0,0.03,0.73,0.01,0.0,0.06,0.03,0.04,0.11,0.02,0.0
828,828,0.13,0.0,0.13,0.45,0.08,0.06,0.1,0.02,0.02,0.02,0.01,0.0,0.07,0.58,0.19,0.0,0.06,0.05,0.03,0.01,0.02,0.0,0.66,0.11,0.03,0.05,0.09,0.0,0.06,0.06,0.71,0.0,0.03,0.06,0.04,0.03,0.2,0.16,0.06,0.11,0.23,0.0,0.14,0.05,0.05,0.02,0.02,0.01,0.06,0.12,0.57,0.0,0.12,0.07,0.01,0.1,0.01,0.04,0.1,0.08,0.64,0.0,0.02,0.74,0.01,0.0,0.06,0.02,0.04,0.1,0.02,0.0
829,829,0.26,0.0,0.2,0.18,0.12,0.06,0.1,0.02,0.05,0.04,0.05,0.0,0.06,0.38,0.27,0.03,0.08,0.08,0.03,0.01,0.02,0.0,0.7,0.09,0.04,0.05,0.07,0.22,0.11,0.05,0.35,0.0,0.05,0.07,0.09,0.07,0.25,0.08,0.03,0.08,0.14,0.0,0.1,0.06,0.25,0.03,0.04,0.03,0.04,0.49,0.18,0.0,0.07,0.13,0.28,0.12,0.02,0.04,0.09,0.09,0.34,0.0,0.03,0.76,0.01,0.0,0.07,0.03,0.04,0.07,0.01,0.0
830,830,0.09,0.0,0.05,0.13,0.11,0.12,0.26,0.09,0.16,0.02,0.04,0.0,0.04,0.23,0.45,0.13,0.05,0.04,0.01,0.01,0.02,0.0,0.21,0.16,0.51,0.04,0.05,0.41,0.11,0.04,0.14,0.0,0.04,0.11,0.09,0.06,0.04,0.04,0.01,0.05,0.15,0.0,0.38,0.07,0.26,0.03,0.06,0.05,0.05,0.2,0.03,0.0,0.45,0.14,0.1,0.09,0.02,0.04,0.09,0.13,0.49,0.0,0.04,0.74,0.01,0.0,0.06,0.02,0.04,0.11,0.01,0.0
831,831,0.01,0.0,0.02,0.04,0.07,0.09,0.48,0.14,0.15,0.01,0.05,0.0,0.0,0.12,0.58,0.24,0.0,0.01,0.01,0.01,0.01,0.0,0.11,0.15,0.65,0.03,0.03,0.39,0.07,0.04,0.06,0.0,0.1,0.23,0.08,0.04,0.02,0.01,0.0,0.03,0.05,0.0,0.82,0.05,0.02,0.02,0.05,0.05,0.04,0.22,0.03,0.0,0.43,0.17,0.01,0.06,0.0,0.03,0.06,0.09,0.71,0.0,0.04,0.3,0.01,0.0,0.05,0.06,0.06,0.39,0.13,0.0
832,832,0.04,0.0,0.03,0.15,0.11,0.24,0.33,0.05,0.06,0.01,0.05,0.0,0.0,0.12,0.59,0.21,0.01,0.01,0.01,0.04,0.02,0.0,0.16,0.19,0.51,0.02,0.05,0.03,0.04,0.01,0.06,0.0,0.41,0.31,0.07,0.07,0.02,0.02,0.0,0.04,0.06,0.0,0.72,0.11,0.02,0.03,0.06,0.04,0.17,0.51,0.1,0.0,0.06,0.05,0.01,0.07,0.0,0.02,0.06,0.1,0.71,0.0,0.04,0.0,0.02,0.0,0.05,0.14,0.13,0.58,0.09,0.0
833,833,0.06,0.0,0.03,0.06,0.1,0.12,0.25,0.3,0.08,0.01,0.04,0.0,0.0,0.2,0.56,0.14,0.03,0.02,0.01,0.01,0.02,0.0,0.26,0.26,0.34,0.05,0.05,0.04,0.07,0.02,0.12,0.0,0.42,0.15,0.09,0.1,0.03,0.03,0.01,0.04,0.07,0.0,0.62,0.17,0.03,0.02,0.53,0.05,0.02,0.2,0.07,0.0,0.04,0.07,0.04,0.09,0.02,0.05,0.1,0.18,0.48,0.0,0.04,0.0,0.04,0.0,0.06,0.15,0.16,0.37,0.23,0.0
834,834,0.02,0.0,0.06,0.13,0.11,0.11,0.15,0.18,0.24,0.04,0.05,0.0,0.03,0.27,0.41,0.06,0.07,0.06,0.02,0.02,0.02,0.0,0.26,0.44,0.12,0.06,0.06,0.11,0.13,0.05,0.19,0.0,0.19,0.08,0.15,0.11,0.07,0.07,0.02,0.08,0.18,0.0,0.41,0.07,0.1,0.02,0.42,0.05,0.05,0.23,0.08,0.0,0.05,0.1,0.12,0.13,0.04,0.06,0.25,0.26,0.07,0.0,0.08,0.0,0.04,0.0,0.06,0.15,0.15,0.41,0.19,0.0
835,835,0.04,0.0,0.05,0.13,0.11,0.13,0.17,0.16,0.22,0.03,0.09,0.0,0.03,0.26,0.43,0.05,0.06,0.07,0.01,0.01,0.01,0.0,0.19,0.24,0.45,0.05,0.04,0.01,0.05,0.01,0.1,0.0,0.62,0.03,0.08,0.08,0.05,0.06,0.02,0.08,0.19,0.0,0.12,0.06,0.41,0.02,0.07,0.04,0.07,0.34,0.09,0.0,0.08,0.29,0.05,0.12,0.03,0.04,0.31,0.26,0.09,0.0,0.09,0.0,0.04,0.01,0.03,0.19,0.38,0.18,0.17,0.0
836,836,0.1,0.0,0.07,0.1,0.1,0.08,0.15,0.16,0.26,0.03,0.06,0.0,0.05,0.22,0.13,0.3,0.07,0.15,0.02,0.01,0.02,0.0,0.49,0.12,0.03,0.2,0.1,0.01,0.06,0.01,0.13,0.0,0.48,0.06,0.1,0.14,0.03,0.03,0.02,0.06,0.42,0.0,0.13,0.06,0.26,0.01,0.55,0.04,0.07,0.17,0.05,0.0,0.04,0.08,0.0,0.07,0.01,0.03,0.11,0.09,0.62,0.0,0.07,0.0,0.03,0.01,0.05,0.18,0.13,0.44,0.14,0.0
837,837,0.01,0.0,0.04,0.12,0.08,0.09,0.18,0.21,0.29,0.02,0.05,0.0,0.04,0.17,0.13,0.41,0.07,0.1,0.02,0.02,0.02,0.0,0.23,0.45,0.06,0.14,0.07,0.02,0.06,0.02,0.15,0.0,0.44,0.07,0.1,0.14,0.05,0.06,0.03,0.08,0.2,0.0,0.24,0.1,0.24,0.01,0.08,0.03,0.03,0.22,0.04,0.0,0.19,0.4,0.0,0.06,0.01,0.03,0.11,0.11,0.61,0.0,0.06,0.0,0.03,0.0,0.05,0.15,0.17,0.29,0.31,0.0
838,838,0.01,0.0,0.04,0.08,0.11,0.08,0.14,0.35,0.19,0.02,0.07,0.0,0.04,0.23,0.39,0.11,0.05,0.08,0.01,0.04,0.02,0.0,0.2,0.15,0.04,0.41,0.14,0.12,0.09,0.03,0.08,0.0,0.17,0.07,0.29,0.16,0.09,0.26,0.03,0.07,0.12,0.0,0.11,0.05,0.26,0.01,0.43,0.01,0.02,0.21,0.05,0.0,0.05,0.23,0.02,0.07,0.02,0.12,0.25,0.13,0.34,0.0,0.06,0.0,0.03,0.0,0.07,0.14,0.15,0.45,0.17,0.0
839,839,0.01,0.0,0.02,0.07,0.1,0.05,0.11,0.49,0.15,0.04,0.12,0.0,0.05,0.24,0.19,0.09,0.15,0.11,0.01,0.06,0.04,0.0,0.28,0.15,0.1,0.19,0.15,0.02,0.08,0.05,0.2,0.0,0.06,0.35,0.1,0.15,0.03,0.14,0.02,0.06,0.13,0.0,0.28,0.09,0.24,0.02,0.04,0.03,0.12,0.36,0.07,0.0,0.08,0.27,0.03,0.05,0.02,0.14,0.29,0.13,0.25,0.0,0.1,0.0,0.04,0.0,0.06,0.17,0.14,0.39,0.2,0.0
840,840,0.03,0.0,0.04,0.07,0.06,0.08,0.55,0.09,0.08,0.04,0.05,0.0,0.04,0.26,0.33,0.14,0.08,0.06,0.01,0.02,0.02,0.0,0.29,0.19,0.18,0.2,0.08,0.02,0.07,0.03,0.11,0.0,0.15,0.27,0.23,0.11,0.06,0.06,0.03,0.08,0.22,0.0,0.27,0.07,0.2,0.01,0.02,0.02,0.31,0.32,0.2,0.0,0.05,0.08,0.07,0.14,0.04,0.18,0.21,0.27,0.05,0.0,0.05,0.0,0.03,0.01,0.06,0.17,0.21,0.29,0.22,0.0
